time,id,temp
1521711507963,T3,27.62
1521711508995,T1,25.44
1521711510029,T2,23.87
1521711516062,T3,27.69
1521711517095,T1,25.50
1521711518129,T2,23.87
1521711524162,T3,27.69
1521711525196,T1,25.44
1521711526228,T2,23.87
1521711532262,T3,27.69
1521711533296,T1,25.50
1521711534329,T2,23.87
1521711596351,T3,27.81
1521711597384,T1,25.50
1521711598420,T2,23.87
1521711604450,T3,27.81
1521711605484,T1,25.44
1521711606518,T2,23.81
1521711612550,T3,27.75
1521711613584,T1,25.44
1521711614618,T2,23.87
1521711620650,T3,27.75
1521711621684,T1,25.44
1521711622718,T2,23.87
1521711628754,T3,27.75
1521711629784,T1,25.44
1521711630817,T2,23.87
1521711636851,T3,27.81
1521711637884,T1,25.44
1521711638918,T2,23.87
1521711644950,T3,27.81
1521711645984,T1,25.44
1521711647018,T2,23.87
1521711653051,T3,27.81
1521711654085,T1,25.50
1521711655117,T2,23.87
1521711661152,T3,27.87
1521711662185,T1,25.50
1521711663219,T2,23.87
1521711669252,T3,27.94
1521711670286,T1,25.44
1521711671319,T2,23.94
1521711677352,T3,27.94
1521711678386,T1,25.44
1521711679419,T2,23.94
1521711685453,T3,28.00
1521711686485,T1,25.37
1521711687520,T2,23.94
1521711693552,T1,25.44
1521711694585,T2,23.94
1521711700618,T1,25.44
1521711701652,T2,23.94
1521711707685,T1,25.50
1521711708719,T2,23.94
1521711715786,T1,25.81
1521711716820,T2,23.94
1521711723886,T1,26.94
1521711724920,T2,23.94
1521711730954,T3,39.31
1521711731987,T1,27.37
1521711733020,T2,23.94
1521711739053,T3,41.06
1521711740086,T1,27.56
1521711741120,T2,23.94
1521711747153,T3,40.25
1521711748187,T1,27.62
1521711749220,T2,23.94
1521711755254,T3,38.81
1521711756288,T1,27.44
1521711757320,T2,23.94
1521711763353,T3,38.13
1521711764387,T1,27.37
1521711765421,T2,23.94
1521711771453,T3,37.25
1521711772487,T1,27.19
1521711773520,T2,23.94
1521711779553,T3,36.69
1521711780587,T1,27.00
1521711781621,T2,23.94
1521711787652,T3,36.25
1521711788687,T1,26.87
1521711789721,T2,23.94
1521711795755,T3,35.81
1521711796787,T1,26.69
1521711797821,T2,23.94
1521711803854,T3,35.69
1521711804887,T1,26.62
1521711811955,T3,35.75
1521711812988,T1,26.62
1521711814020,T2,23.94
1521711820054,T3,35.50
1521711821087,T1,26.62
1521711822122,T2,23.94
1521711828154,T3,35.31
1521711829187,T1,26.50
1521711830221,T2,23.94
1521711836254,T3,35.19
1521711837288,T1,26.37
1521711838320,T2,23.94
1521711844354,T3,35.19
1521711845387,T1,26.31
1521711846421,T2,23.94
1521711852454,T3,35.13
1521711853487,T1,26.19
1521711854521,T2,23.94
1521711860554,T3,35.31
1521711861587,T1,26.19
1521711862620,T2,23.94
1521711868655,T3,35.56
1521711869687,T1,26.25
1521711870721,T2,23.94
1521711876756,T3,35.56
1521711877788,T1,26.25
1521711878821,T2,23.94
1521711884854,T3,35.31
1521711885888,T1,26.19
1521711886922,T2,23.94
1521711892956,T3,35.25
1521711893988,T1,26.12
1521711895021,T2,24.00
1521711901054,T3,35.13
1521711902087,T1,26.06
1521711903121,T2,23.94
1521711909154,T3,35.00
1521711910188,T1,26.00
1521711911220,T2,24.00
1521711917256,T3,34.81
1521711918287,T1,25.94
1521711919321,T2,23.94
1521711925354,T3,34.63
1521711926389,T1,25.87
1521711927420,T2,24.00
1521711933453,T3,34.44
1521711934488,T1,25.81
1521711935522,T2,23.94
1521711941554,T3,34.31
1521711942587,T1,25.75
1521711943621,T2,23.94
1521711949654,T3,34.25
1521711950688,T1,25.69
1521711951721,T2,23.94
1521711957754,T3,34.06
1521711958788,T1,25.62
1521711959822,T2,23.94
1521711965855,T3,33.94
1521711966889,T1,25.56
1521711967922,T2,23.94
1521711973955,T3,33.81
1521711974989,T1,25.56
1521711976023,T2,23.94
1521711982055,T3,33.75
1521711983089,T1,25.56
1521711984123,T2,23.94
1521711990156,T3,33.69
1521711991188,T1,25.56
1521711992222,T2,23.94
1521711998257,T3,33.69
1521711999288,T1,25.50
1521712000323,T2,23.94
1521712006356,T3,33.69
1521712007390,T1,25.50
1521712008424,T2,23.94
1521712014457,T3,33.63
1521712015492,T1,25.50
1521712016523,T2,23.94
1521712022555,T3,33.69
1521712023589,T1,25.50
1521712024623,T2,23.94
1521712030656,T3,33.63
1521712031689,T1,25.50
1521712032723,T2,23.94
1521712038756,T3,33.56
1521712039789,T1,25.44
1521712040823,T2,23.94
1521712046857,T3,33.56
1521712047889,T1,25.44
1521712048923,T2,23.94
1521712054956,T3,33.50
1521712055989,T1,25.44
1521712057023,T2,23.94
1521712063056,T3,33.56
1521712064090,T1,25.44
1521712065125,T2,23.94
1521712071156,T3,33.50
1521712072189,T1,25.44
1521712073223,T2,23.94
1521712079257,T3,33.44
1521712080290,T1,25.37
1521712081323,T2,23.87
1521712087356,T3,33.38
1521712088390,T1,25.37
1521712089424,T2,23.94
1521712095456,T3,33.31
1521712096490,T1,25.37
1521712097526,T2,23.87
1521712103556,T3,33.31
1521712104592,T1,25.37
1521712105624,T2,23.87
1521712111657,T3,33.38
1521712112691,T1,25.37
1521712113724,T2,23.87
1521712119758,T3,33.25
1521712120790,T1,25.37
1521712121824,T2,23.87
1521712127856,T3,33.25
1521712128890,T1,25.37
1521712129924,T2,23.87
1521712135957,T3,33.19
1521712136991,T1,25.31
1521712138023,T2,23.87
1521712144057,T3,33.06
1521712145091,T1,25.25
1521712146124,T2,23.87
1521712152157,T3,33.06
1521712153189,T1,25.25
1521712154223,T2,23.87
1521712160256,T3,33.06
1521712161290,T1,25.25
1521712162323,T2,23.87
1521712168357,T3,33.19
1521712169389,T1,25.25
1521712170423,T2,23.87
1521712176456,T3,33.19
1521712177491,T1,25.25
1521712178524,T2,23.87
1521712184557,T3,33.06
1521712185589,T1,25.19
1521712186624,T2,23.87
1521712192656,T3,33.06
1521712193690,T1,25.19
1521712194723,T2,23.87
1521712200757,T3,33.06
1521712201789,T1,25.19
1521712202823,T2,23.87
1521712208857,T3,33.13
1521712209890,T1,25.19
1521712210923,T2,23.87
1521712216957,T3,33.00
1521712217990,T1,25.19
1521712219025,T2,23.87
1521712225058,T3,33.06
1521712226091,T1,25.19
1521712227123,T2,23.87
1521712233157,T3,33.06
1521712234190,T1,25.19
1521712235224,T2,23.87
1521712241258,T3,33.06
1521712242295,T1,25.19
1521712243324,T2,23.87
1521712249357,T3,33.06
1521712250390,T1,25.19
1521712251424,T2,23.87
1521712257457,T3,33.06
1521712258490,T1,25.25
1521712259524,T2,23.87
1521712265557,T3,33.13
1521712266598,T1,25.25
1521712267624,T2,23.87
1521712273658,T3,33.13
1521712274691,T1,25.25
1521712275725,T2,23.87
1521712281760,T3,33.31
1521712282792,T1,25.37
1521712283825,T2,23.94
1521712289858,T3,33.31
1521712290892,T1,25.37
1521712291926,T2,23.94
1521712297958,T3,33.44
1521712298992,T1,25.44
1521712300026,T2,23.94
1521712306060,T3,33.56
1521712307093,T1,25.50
1521712308125,T2,23.94
1521712314158,T3,33.44
1521712315192,T1,25.50
1521712316227,T2,23.94
1521712322258,T3,33.31
1521712323292,T1,25.44
1521712324326,T2,23.94
1521712330358,T3,33.19
1521712331393,T1,25.44
1521712332426,T2,23.87
1521712338458,T3,33.06
1521712339491,T1,25.44
1521712340525,T2,23.87
1521712346557,T3,33.00
1521712347591,T1,25.44
1521712348625,T2,23.87
1521712354658,T3,33.00
1521712355691,T1,25.37
1521712356725,T2,23.87
1521712362759,T3,33.00
1521712363792,T1,25.37
1521712364825,T2,23.94
1521712370860,T3,33.00
1521712371892,T1,25.31
1521712372927,T2,23.87
1521712378959,T3,32.94
1521712379992,T1,25.37
1521712381026,T2,23.87
1521712387059,T3,32.94
1521712388093,T1,25.37
1521712389125,T2,23.87
1521712395159,T3,33.19
1521712396193,T1,25.44
1521712397227,T2,23.87
1521712403259,T3,33.06
1521712404294,T1,25.44
1521712405325,T2,23.87
1521712411360,T3,33.06
1521712412393,T1,25.44
1521712413426,T2,23.87
1521712419459,T3,33.06
1521712420493,T1,25.44
1521712421527,T2,23.87
1521712427559,T3,33.19
1521712428594,T1,25.44
1521712429626,T2,23.87
1521712435661,T3,33.19
1521712436693,T1,25.37
1521712437727,T2,23.87
1521712443759,T3,33.38
1521712444794,T1,25.37
1521712445827,T2,23.87
1521712451860,T3,33.50
1521712452893,T1,25.31
1521712453927,T2,23.87
1521712459959,T3,33.56
1521712460993,T1,25.31
1521712462026,T2,23.87
1521712468060,T3,33.69
1521712469092,T1,25.25
1521712470126,T2,23.87
1521712476159,T3,33.69
1521712477193,T1,25.25
1521712478227,T2,23.87
1521712484259,T3,33.69
1521712485293,T1,25.25
1521712486328,T2,23.87
1521712492360,T3,33.63
1521712493394,T1,25.19
1521712494426,T2,23.87
1521712500460,T3,33.63
1521712501493,T1,25.19
1521712502526,T2,23.87
1521712508559,T3,33.63
1521712509593,T1,25.19
1521712510627,T2,23.87
1521712516660,T3,33.75
1521712517693,T1,25.25
1521712518728,T2,23.87
1521712524760,T3,33.75
1521712525794,T1,25.25
1521712526829,T2,23.87
1521712532860,T3,33.69
1521712533894,T1,25.25
1521712534928,T2,23.87
1521712540961,T3,33.50
1521712541994,T1,25.19
1521712543028,T2,23.87
1521712549061,T3,33.44
1521712550095,T1,25.19
1521712551128,T2,23.87
1521712557162,T3,33.50
1521712558194,T1,25.19
1521712559229,T2,23.87
1521712565261,T3,33.44
1521712566294,T1,25.19
1521712567328,T2,23.87
1521712573361,T3,33.44
1521712574394,T1,25.19
1521712575429,T2,23.87
1521712581461,T3,33.38
1521712582495,T1,25.19
1521712583529,T2,23.87
1521712589563,T3,33.44
1521712590595,T1,25.19
1521712591629,T2,23.87
1521712597661,T3,33.31
1521712598696,T1,25.19
1521712599729,T2,23.94
1521712605762,T3,33.19
1521712606795,T1,25.19
1521712607829,T2,23.87
1521712613861,T3,33.13
1521712614895,T1,25.19
1521712615928,T2,23.87
1521712621961,T3,33.06
1521712622995,T1,25.19
1521712624029,T2,23.87
1521712630062,T3,33.13
1521712631096,T1,25.19
1521712632129,T2,23.94
1521712638162,T3,33.13
1521712639196,T1,25.19
1521712640229,T2,23.87
1521712646262,T3,33.19
1521712647295,T1,25.25
1521712648330,T2,23.87
1521712654362,T3,33.19
1521712655396,T1,25.31
1521712656429,T2,23.94
1521712662462,T3,33.38
1521712663496,T1,25.50
1521712664531,T2,23.94
1521712670563,T3,33.38
1521712671596,T1,25.50
1521712672629,T2,23.94
1521712678664,T3,33.44
1521712679696,T1,25.62
1521712680730,T2,23.94
1521712686762,T3,33.44
1521712687796,T1,25.62
1521712688829,T2,23.94
1521712694864,T3,33.38
1521712695896,T1,25.69
1521712696930,T2,23.94
1521712702963,T3,33.25
1521712703996,T1,25.62
1521712705030,T2,23.94
1521712711062,T3,33.13
1521712712095,T1,25.56
1521712713130,T2,23.94
1521712719163,T3,33.13
1521712720196,T1,25.62
1521712721229,T2,23.94
1521712727263,T3,33.19
1521712728296,T1,25.69
1521712729330,T2,23.94
1521712735363,T3,33.25
1521712736398,T1,25.62
1521712737431,T2,23.94
1521712743463,T3,33.13
1521712744497,T1,25.62
1521712745530,T2,23.94
1521712751564,T3,32.94
1521712752597,T1,25.56
1521712753630,T2,23.87
1521712759663,T3,33.06
1521712760697,T1,25.50
1521712761731,T2,23.87
1521712767762,T3,33.13
1521712768797,T1,25.50
1521712769830,T2,23.87
1521712775863,T3,33.19
1521712776896,T1,25.44
1521712777931,T2,23.87
1521712783964,T3,33.38
1521712784998,T1,25.44
1521712786029,T2,23.94
1521712792063,T3,33.69
1521712793097,T1,25.44
1521712794132,T2,23.94
1521712800166,T3,33.88
1521712801197,T1,25.50
1521712802231,T2,23.94
1521712808264,T3,34.06
1521712809297,T1,25.56
1521712810331,T2,23.94
1521712816364,T3,34.19
1521712817398,T1,25.56
1521712818430,T2,24.00
1521712824463,T3,34.25
1521712825496,T1,25.62
1521712826531,T2,24.00
1521712832564,T3,34.38
1521712833598,T1,25.62
1521712834630,T2,24.00
1521712840664,T3,34.38
1521712841697,T1,25.62
1521712842731,T2,24.00
1521712848764,T3,34.38
1521712849798,T1,25.62
1521712850831,T2,24.00
1521712856864,T3,34.38
1521712857898,T1,25.62
1521712858931,T2,24.06
1521712864965,T3,34.25
1521712865998,T1,25.62
1521712867031,T2,24.06
1521712873065,T3,34.31
1521712874098,T1,25.62
1521712875132,T2,24.06
1521712881165,T3,34.31
1521712882198,T1,25.62
1521712883231,T2,24.06
1521712889264,T3,34.31
1521712890296,T1,25.62
1521712891330,T2,24.12
1521712897363,T3,34.13
1521712898398,T1,25.62
1521712899431,T2,24.12
1521712905464,T3,34.06
1521712906496,T1,25.69
1521712907530,T2,24.12
1521712913564,T3,34.00
1521712914597,T1,25.75
1521712915631,T2,24.12
1521712921666,T3,33.94
1521712922698,T1,25.75
1521712923730,T2,24.12
1521712929764,T3,33.94
1521712930797,T1,25.75
1521712931831,T2,24.12
1521712937864,T3,33.88
1521712938898,T1,25.75
1521712939931,T2,24.19
1521712945964,T3,33.81
1521712946997,T1,25.69
1521712948032,T2,24.19
1521712954065,T3,33.81
1521712955098,T1,25.69
1521712956132,T2,24.19
1521712962165,T3,33.81
1521712963198,T1,25.69
1521712964232,T2,24.19
1521712970265,T3,33.75
1521712971298,T1,25.69
1521712972332,T2,24.19
1521712978365,T3,33.75
1521712979400,T1,25.69
1521712980434,T2,24.25
1521712986466,T3,33.69
1521712987500,T1,25.69
1521712988532,T2,24.25
1521712994565,T3,33.75
1521712995599,T1,25.69
1521712996632,T2,24.25
1521713002666,T3,33.81
1521713003699,T1,25.69
1521713004733,T2,24.25
1521713010765,T3,33.75
1521713011799,T1,25.69
1521713012833,T2,24.25
1521713018866,T3,33.69
1521713019900,T1,25.69
1521713020933,T2,24.25
1521713026966,T3,33.69
1521713027999,T1,25.69
1521713029033,T2,24.25
1521713035066,T3,33.69
1521713036099,T1,25.69
1521713037133,T2,24.25
1521713043166,T3,33.69
1521713044199,T1,25.75
1521713045234,T2,24.25
1521713051266,T3,33.56
1521713052299,T1,25.81
1521713053333,T2,24.25
1521713059366,T3,33.56
1521713060400,T1,25.81
1521713061433,T2,24.31
1521713067466,T3,33.50
1521713068500,T1,25.81
1521713069533,T2,24.31
1521713075569,T3,33.56
1521713076601,T1,25.81
1521713077633,T2,24.31
1521713083666,T3,33.56
1521713084699,T1,25.81
1521713085732,T2,24.31
1521713091766,T3,33.56
1521713092799,T1,25.81
1521713093832,T2,24.31
1521713099865,T3,33.56
1521713100899,T1,25.81
1521713101932,T2,24.31
1521713107966,T3,33.56
1521713108999,T1,25.81
1521713110033,T2,24.31
1521713116066,T3,33.63
1521713117100,T1,25.81
1521713118132,T2,24.31
1521713124167,T3,33.63
1521713125199,T1,26.00
1521713126233,T2,24.37
1521713132266,T3,33.63
1521713133299,T1,26.06
1521713134334,T2,24.37
1521713140367,T3,33.56
1521713141401,T1,26.00
1521713142434,T2,24.37
1521713148468,T3,33.56
1521713149502,T1,26.00
1521713150534,T2,24.37
1521713156567,T3,33.50
1521713157600,T1,26.00
1521713158634,T2,24.37
1521713164667,T3,33.50
1521713165700,T1,26.06
1521713166734,T2,24.37
1521713172767,T3,33.56
1521713173801,T1,26.31
1521713174834,T2,24.37
1521713180867,T3,33.56
1521713181902,T1,26.31
1521713182934,T2,24.37
1521713188967,T3,33.75
1521713190000,T1,26.31
1521713191034,T2,24.44
1521713197067,T3,33.44
1521713198102,T1,26.31
1521713199135,T2,24.44
1521713205166,T3,32.50
1521713206201,T1,26.37
1521713207235,T2,24.44
1521713213269,T3,31.56
1521713214300,T1,26.37
1521713215335,T2,24.44
1521713221368,T3,30.81
1521713222401,T1,26.37
1521713223435,T2,24.44
1521713229469,T3,30.12
1521713230503,T1,26.37
1521713231535,T2,24.44
1521713237568,T3,29.62
1521713238602,T1,26.37
1521713239634,T2,24.44
1521713245669,T3,29.19
1521713246701,T1,26.37
1521713247738,T2,24.44
1521713253768,T3,28.94
1521713254801,T1,26.50
1521713255835,T2,24.44
1521713261869,T3,28.75
1521713262901,T1,26.56
1521713263934,T2,24.44
1521713269968,T3,28.56
1521713271001,T1,26.56
1521713272035,T2,24.50
1521713278067,T3,28.37
1521713279101,T1,26.56
1521713280134,T2,24.50
1521713286169,T3,28.25
1521713287202,T1,26.56
1521713288235,T2,24.50
1521713294269,T3,28.19
1521713295302,T1,26.69
1521713296334,T2,24.50
1521713302368,T3,28.19
1521713303402,T1,26.81
1521713304435,T2,24.50
1521713310468,T3,28.19
1521713311502,T1,26.94
1521713312534,T2,24.50
1521713318569,T3,28.25
1521713319601,T1,27.06
1521713320635,T2,24.50
1521713326668,T3,28.31
1521713327701,T1,27.12
1521713328735,T2,24.50
1521713334768,T3,28.25
1521713335801,T1,27.06
1521713336835,T2,24.50
1521713342868,T3,28.25
1521713343901,T1,27.12
1521713344935,T2,24.56
1521713350970,T3,28.25
1521713352002,T1,27.12
1521713353035,T2,24.56
1521713359068,T3,28.25
1521713360104,T1,27.12
1521713361137,T2,24.56
1521713367169,T3,28.19
1521713368202,T1,27.19
1521713369236,T2,24.56
1521713375270,T3,28.12
1521713376301,T1,27.31
1521713377336,T2,24.56
1521713383370,T3,28.06
1521713384402,T1,27.19
1521713385435,T2,24.56
1521713391468,T3,28.19
1521713392503,T1,27.31
1521713393535,T2,24.56
1521713399570,T3,28.19
1521713400605,T1,27.31
1521713401637,T2,24.56
1521713407669,T3,28.25
1521713408702,T1,27.25
1521713409736,T2,24.56
1521713415768,T3,28.31
1521713416802,T1,27.12
1521713417836,T2,24.56
1521713423869,T3,28.31
1521713424902,T1,27.06
1521713425936,T2,24.62
1521713431969,T3,28.25
1521713433002,T1,27.00
1521713434036,T2,24.62
1521713440070,T3,28.19
1521713441103,T1,27.00
1521713442136,T2,24.62
1521713448169,T3,28.19
1521713449204,T1,27.00
1521713450238,T2,24.62
1521713456270,T3,28.12
1521713457304,T1,26.94
1521713458338,T2,24.62
1521713464370,T3,28.12
1521713465404,T1,27.00
1521713466437,T2,24.62
1521713472470,T3,28.19
1521713473504,T1,27.00
1521713474537,T2,24.62
1521713480570,T3,28.19
1521713481604,T1,27.06
1521713482639,T2,24.62
1521713488671,T3,28.12
1521713489703,T1,27.06
1521713490737,T2,24.62
1521713496770,T3,28.06
1521713497804,T1,27.06
1521713498839,T2,24.62
1521713504871,T3,28.06
1521713505904,T1,27.00
1521713506938,T2,24.62
1521713512971,T3,28.00
1521713514004,T1,26.94
1521713515039,T2,24.62
1521713521071,T3,28.00
1521713522104,T1,26.94
1521713523138,T2,24.62
1521713529171,T3,28.00
1521713530204,T1,26.94
1521713531238,T2,24.62
1521713537271,T3,27.94
1521713538305,T1,26.94
1521713539338,T2,24.62
1521713545372,T3,27.87
1521713546405,T1,26.94
1521713547438,T2,24.62
1521713553471,T3,27.87
1521713554505,T1,27.00
1521713555538,T2,24.62
1521713561572,T3,27.94
1521713562606,T1,27.06
1521713563638,T2,24.62
1521713569671,T3,27.94
1521713570705,T1,27.12
1521713571739,T2,24.62
1521713577771,T3,27.87
1521713578804,T1,27.06
1521713579839,T2,24.62
1521713585871,T3,27.81
1521713586905,T1,27.06
1521713587938,T2,24.62
1521713593971,T3,27.81
1521713595005,T1,27.00
1521713596039,T2,24.62
1521713602071,T3,27.87
1521713603106,T1,26.94
1521713604139,T2,24.62
1521713610172,T3,27.94
1521713611205,T1,26.94
1521713612240,T2,24.62
1521713618272,T3,27.94
1521713619305,T1,27.06
1521713620339,T2,24.62
1521713626371,T3,27.94
1521713627405,T1,27.00
1521713628440,T2,24.62
1521713634471,T3,28.00
1521713635505,T1,26.94
1521713636538,T2,24.62
1521713642571,T3,28.00
1521713643605,T1,26.87
1521713644640,T2,24.69
1521713650671,T3,28.00
1521713651705,T1,26.87
1521713652739,T2,24.69
1521713658772,T3,28.00
1521713659805,T1,26.87
1521713660839,T2,24.69
1521713666872,T3,28.00
1521713667905,T1,26.87
1521713668938,T2,24.69
1521713674971,T3,28.00
1521713676006,T1,26.94
1521713677040,T2,24.69
1521713683071,T3,28.00
1521713684105,T1,27.00
1521713685139,T2,24.69
1521713691171,T3,28.00
1521713692206,T1,26.94
1521713693239,T2,24.69
1521713699274,T3,27.94
1521713700307,T1,26.94
1521713701339,T2,24.69
1521713707374,T3,27.94
1521713708408,T1,26.87
1521713709440,T2,24.69
1521713715473,T3,28.00
1521713716506,T1,26.94
1521713717541,T2,24.69
1521713723573,T3,28.12
1521713724607,T1,26.94
1521713725640,T2,24.69
1521713731673,T3,28.12
1521713732706,T1,26.94
1521713733740,T2,24.75
1521713739773,T3,28.12
1521713740808,T1,26.87
1521713741839,T2,24.75
1521713747873,T3,28.19
1521713748908,T1,26.87
1521713749940,T2,24.75
1521713755974,T3,28.19
1521713757007,T1,26.87
1521713758041,T2,24.75
1521713764073,T3,28.31
1521713765107,T1,26.94
1521713766141,T2,24.75
1521713772176,T3,28.31
1521713773207,T1,26.94
1521713774240,T2,24.75
1521713780274,T3,28.25
1521713781307,T1,26.87
1521713782340,T2,24.75
1521713788374,T3,28.31
1521713789409,T1,26.81
1521713790440,T2,24.75
1521713796474,T3,28.37
1521713797507,T1,26.81
1521713798540,T2,24.75
1521713804574,T3,28.37
1521713805607,T1,26.75
1521713806643,T2,24.75
1521713812674,T3,28.31
1521713813708,T1,26.75
1521713814742,T2,24.75
1521713820775,T3,28.25
1521713821807,T1,26.81
1521713822841,T2,24.75
1521713828874,T3,28.37
1521713829908,T1,26.75
1521713830941,T2,24.81
1521713836974,T3,28.44
1521713838008,T1,26.81
1521713839041,T2,24.81
1521713845076,T3,28.44
1521713846108,T1,26.87
1521713847143,T2,24.81
1521713853174,T3,28.50
1521713854209,T1,26.81
1521713855241,T2,24.81
1521713861274,T3,28.44
1521713862308,T1,26.81
1521713863342,T2,24.81
1521713869375,T3,28.31
1521713870408,T1,26.81
1521713871441,T2,24.81
1521713877474,T3,28.19
1521713878510,T1,26.87
1521713879542,T2,24.81
1521713885574,T3,28.12
1521713886609,T1,26.87
1521713887640,T2,24.81
1521713893675,T3,28.06
1521713894709,T1,26.75
1521713895740,T2,24.81
1521713901773,T3,28.12
1521713902807,T1,26.81
1521713903841,T2,24.81
1521713909874,T3,28.19
1521713910907,T1,26.75
1521713911941,T2,24.81
